Nom gare;Code Gare;Type jour;Annee;Date;Ligne;Axe;Tranche horaire;Montants;COVID
ARCUEIL CACHAN;87758672;JOB;2019;2019-03-28;B;B;Avant 6h;18;Avant COVID
BOISSY L'AILLERIE;87381152;DIM;2021;2021-10-10;J;J6;Après 20h;19;Après COVID
BELLEVUE;87393116;DIM;2018;2018-10-14;N;N;De 10h à 16h;358;Avant COVID
ARGENTEUIL;87381848;DIM;2021;2021-10-10;J;J4;Après 20h;376;Après COVID
BOISSY L'AILLERIE;87381152;DIM;2021;2021-10-10;J;J6;De 10h à 16h;77;Après COVID
BELLEVUE;87393116;JOB;2018;2018-10-16;N;N;Après 20h;126;Avant COVID
ARGENTEUIL;87381848;DIM;2021;2021-10-10;J;J4;De 16h à 20h;1132;Après COVID
BOISSY L'AILLERIE;87381152;JOB;2021;2021-10-06;J;J6;Avant 6h;7;Après COVID
BELLEVUE;87393116;SAM;2018;2018-10-20;N;N;Après 20h;210;Avant COVID
ARGENTEUIL;87381848;DIM;2021;2021-10-10;J;J6;Après 20h;647;Après COVID
BOISSY L'AILLERIE;87381152;JOB;2021;2021-10-06;J;J6;De 16h à 20h;77;Après COVID
BELLEVUE;87393116;SAM;2018;2018-10-20;N;N;De 16h à 20h;382;Avant COVID
ARGENTEUIL;87381848;DIM;2021;2021-10-10;J;J6;De 16h à 20h;1766;Après COVID
BOISSY L'AILLERIE;87381152;SAM;2021;2021-10-09;J;J6;De 6h à 10h;49;Après COVID
BELLOY SAINT-MARTIN;87276550;DIM;2021;2021-10-10;H;H;Après 20h;6;Après COVID
ARGENTEUIL;87381848;JOB;2021;2021-10-06;J;J4;De 16h à 20h;2319;Après COVID
BONDY;87113407;DIM;2021;2021-09-12;T4;T4;De 10h à 16h;1168;Après COVID
BELLOY SAINT-MARTIN;87276550;JOB;2021;2021-10-06;H;H;Après 20h;5;Après COVID
ARGENTEUIL;87381848;JOB;2021;2021-10-06;J;J6;Avant 6h;239;Après COVID
BONDY;87113407;DIM;2021;2021-09-12;T4;T4;De 16h à 20h;1061;Après COVID
BELLOY SAINT-MARTIN;87276550;SAM;2021;2021-10-09;H;H;Après 20h;6;Après COVID
ARGENTEUIL;87381848;JOB;2021;2021-10-06;J;J6;De 6h à 10h;6949;Après COVID
BONDY;87113407;JOB;2021;2021-09-21;T4;T4;Avant 6h;47;Après COVID
BELLOY SAINT-MARTIN;87276550;SAM;2021;2021-10-09;H;H;De 10h à 16h;59;Après COVID
ARGENTEUIL;87381848;SAM;2021;2021-10-09;J;J6;Avant 6h;91;Après COVID
BONDY;87113407;JOB;2021;2021-09-21;T4;T4;De 10h à 16h;1545;Après COVID
BESSANCOURT;87276642;DIM;2021;2021-10-10;H;H;De 10h à 16h;207;Après COVID
ARPAJON;87545467;DIM;2017;2017-04-23;C;C;De 6h à 10h;110;Avant COVID
BONDY;87113407;SAM;2016;2016-10-01;E;E;Après 20h;1079;Avant COVID
BESSANCOURT;87276642;JOB;2021;2021-10-06;H;H;De 6h à 10h;632;Après COVID
ARPAJON;87545467;JOB;2017;2017-04-25;C;C;Après 20h;91;Avant COVID
BONDY;87113407;SAM;2021;2021-09-11;T4;T4;Après 20h;705;Après COVID
BESSANCOURT;87276642;SAM;2021;2021-10-09;H;H;De 16h à 20h;121;Après COVID
ASNIERES SUR SEINE;87381137;DIM;2021;2021-10-10;L;L2;Après 20h;253;Après COVID
BONDY;87113407;SAM;2021;2021-09-11;T4;T4;De 10h à 16h;1365;Après COVID
BEYNES;87393363;DIM;2018;2018-10-14;N;N;De 10h à 16h;45;Avant COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;J;J4;De 10h à 16h;1951;Après COVID
BONNIERES;87415893;DIM;2021;2021-12-05;J;J5;De 10h à 16h;103;Après COVID
BEYNES;87393363;JOB;2018;2018-10-16;N;N;Après 20h;9;Avant COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;J;J4;De 16h à 20h;3970;Après COVID
BONNIERES;87415893;JOB;2021;2021-12-07;J;J5;Après 20h;1;Après COVID
BEYNES;87393363;SAM;2018;2018-10-20;N;N;Après 20h;11;Avant COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;L;L2;Après 20h;423;Après COVID
BONNIERES;87415893;SAM;2021;2021-12-04;J;J5;De 16h à 20h;84;Après COVID
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;DIM;2017;2017-04-23;C;C;Après 20h;3819;Avant COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;L;L2;De 16h à 20h;1485;Après COVID
BORAN SUR OISE;87276444;DIM;2021;2021-10-10;H;H;De 16h à 20h;7;Après COVID
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;DIM;2017;2017-04-23;C;C;De 6h à 10h;1357;Avant COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;L;L3;Avant 6h;67;Après COVID
BORAN SUR OISE;87276444;JOB;2021;2021-10-06;H;H;De 10h à 16h;5;Après COVID
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;SAM;2017;2017-04-22;C;C;De 10h à 16h;7585;Avant COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;L;L3;De 6h à 10h;3859;Après COVID
BORAN SUR OISE;87276444;SAM;2021;2021-10-09;H;H;Après 20h;0;Après COVID
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;SAM;2017;2017-04-22;C;C;De 16h à 20h;9058;Avant COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;J;J4;De 16h à 20h;2197;Après COVID
BOUFFEMONT MOISSELLES;87276485;JOB;2021;2021-10-06;H;H;De 16h à 20h;274;Après COVID
BIEVRES;87393546;JOB;2017;2017-04-25;C;C;Après 20h;18;Avant COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;J;J4;De 6h à 10h;931;Après COVID
BOUGIVAL;87382440;DIM;2021;2021-10-10;L;L2;De 10h à 16h;167;Après COVID
BOIGNEVILLE;87684407;DIM;2019;2019-03-24;D;D;De 10h à 16h;12;Avant COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;J;J6;Après 20h;47;Après COVID
BOUGIVAL;87382440;JOB;2021;2021-10-06;L;L2;Avant 6h;6;Après COVID
BOIGNEVILLE;87684407;JOB;2019;2019-03-26;D;D;Après 20h;0;Avant COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;L;L2;De 6h à 10h;607;Après COVID
BOUGIVAL;87382440;SAM;2021;2021-10-09;L;L2;Après 20h;56;Après COVID
BOIGNEVILLE;87684407;SAM;2019;2019-03-23;D;D;De 16h à 20h;9;Avant COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;L;L3;Avant 6h;30;Après COVID
BOUGIVAL;87382440;SAM;2021;2021-10-09;L;L2;Avant 6h;3;Après COVID
BOIGNEVILLE;87684407;SAM;2019;2019-03-23;D;D;De 6h à 10h;2;Avant COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;L;L3;De 16h à 20h;1693;Après COVID
BOULAINVILLIERS;87543181;DIM;2017;2017-04-23;C;C;De 6h à 10h;184;Avant COVID
BOIS COLOMBES;87381079;JOB;2021;2021-10-06;J;J6;Après 20h;22;Après COVID
ATHIS MONS;87545251;DIM;2017;2017-04-23;C;C;Après 20h;101;Avant COVID
BOULAINVILLIERS;87543181;JOB;2017;2017-04-25;C;C;Après 20h;301;Avant COVID
BOIS COLOMBES;87381079;SAM;2021;2021-10-09;J;J4;Après 20h;563;Après COVID
ATHIS MONS;87545251;DIM;2017;2017-04-23;C;C;Avant 6h;3;Avant COVID
BOULAINVILLIERS;87543181;JOB;2017;2017-04-25;C;C;De 10h à 16h;1344;Avant COVID
BOIS COLOMBES;87381079;SAM;2021;2021-10-09;J;J4;De 10h à 16h;3119;Après COVID
ATHIS MONS;87545251;JOB;2017;2017-04-25;C;C;De 10h à 16h;661;Avant COVID
BOURAY;87545178;DIM;2017;2017-04-23;C;C;De 16h à 20h;140;Avant COVID
BOIS LE ROI;87682203;SAM;2017;2017-03-11;R;R;De 6h à 10h;268;Avant COVID
ATHIS MONS;87545251;SAM;2017;2017-04-22;C;C;Avant 6h;17;Avant COVID
BOURAY;87545178;JOB;2017;2017-04-25;C;C;Après 20h;18;Avant COVID
BOISSISE LE ROI;87682518;JOB;2019;2019-03-26;D;D;Avant 6h;3;Avant COVID
AUBERGENVILLE ELISABETHVILLE;87386730;JOB;2021;2021-12-07;J;J5;De 16h à 20h;564;Après COVID
BOURAY;87545178;JOB;2017;2017-04-25;C;C;Avant 6h;60;Avant COVID
BOISSISE LE ROI;87682518;SAM;2019;2019-03-23;D;D;De 16h à 20h;28;Avant COVID
AULNAY SOUS BOIS;87271411;DIM;2019;2019-03-17;B;B;De 16h à 20h;3413;Avant COVID
BOURAY;87545178;JOB;2017;2017-04-25;C;C;De 6h à 10h;1842;Avant COVID
BOISSISE LE ROI;87682518;SAM;2019;2019-03-23;D;D;De 6h à 10h;18;Avant COVID
AULNAY SOUS BOIS;87271411;DIM;2021;2021-09-12;T4;T4;De 10h à 16h;1686;Après COVID
BOURG LA REINE;87758698;JOB;2019;2019-03-21;B;B;Après 20h;970;Avant COVID
BOISSY L'AILLERIE;87381152;DIM;2021;2021-10-10;J;J6;De 16h à 20h;71;Après COVID
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-21;B;B;De 6h à 10h;3038;Avant COVID
BOURG LA REINE;87758698;JOB;2019;2019-03-28;B;B;De 6h à 10h;3099;Avant COVID
BOISSY L'AILLERIE;87381152;DIM;2021;2021-10-10;J;J6;De 6h à 10h;32;Après COVID
AULNAY SOUS BOIS;87271411;JOB;2021;2021-10-06;K;K;De 10h à 16h;140;Après COVID
BOURRON MARLOTTE GREZ;87684118;JOB;2017;2017-03-07;R;R;De 10h à 16h;46;Avant COVID
BOISSY L'AILLERIE;87381152;SAM;2021;2021-10-09;J;J6;De 10h à 16h;126;Après COVID
AULNAY SOUS BOIS;87271411;SAM;2019;2019-03-16;B;B;De 6h à 10h;4384;Avant COVID
BOUSSY SAINT-ANTOINE;87682138;JOB;2019;2019-03-26;D;D;De 16h à 20h;1220;Avant COVID
BONDY;87113407;JOB;2021;2021-09-21;T4;T4;Après 20h;914;Après COVID
AUVERS SUR OISE;87276543;DIM;2021;2021-10-10;H;H;De 6h à 10h;13;Après COVID
BOUSSY SAINT-ANTOINE;87682138;SAM;2019;2019-03-23;D;D;Après 20h;527;Avant COVID
BONDY;87113407;SAM;2016;2016-10-01;E;E;Avant 6h;186;Avant COVID
AUVERS SUR OISE;87276543;JOB;2021;2021-10-06;H;H;Après 20h;5;Après COVID
BOUTIGNY;87681478;JOB;2019;2019-03-26;D;D;Après 20h;5;Avant COVID
BONDY;87113407;SAM;2016;2016-10-01;E;E;De 10h à 16h;3526;Avant COVID
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;DIM;2017;2017-04-23;C;C;De 10h à 16h;389;Avant COVID
BOUTIGNY;87681478;SAM;2019;2019-03-23;D;D;Avant 6h;3;Avant COVID
BONDY;87113407;SAM;2016;2016-10-01;E;E;De 6h à 10h;1858;Avant COVID
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;JOB;2017;2017-04-25;C;C;De 10h à 16h;670;Avant COVID
BOUTIGNY;87681478;SAM;2019;2019-03-23;D;D;De 10h à 16h;60;Avant COVID
BONDY;87113407;SAM;2021;2021-09-11;T4;T4;De 16h à 20h;1511;Après COVID
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;SAM;2017;2017-04-22;C;C;Après 20h;262;Avant COVID
BOUTIGNY;87681478;SAM;2019;2019-03-23;D;D;De 6h à 10h;33;Avant COVID
BONDY;87113407;SAM;2021;2021-09-18;T4;T4;De 10h à 16h;79;Après COVID
AVENUE FOCH;87381038;DIM;2017;2017-04-23;C;C;Après 20h;85;Avant COVID
BRETIGNY;87545194;DIM;2017;2017-04-23;C;C;Après 20h;431;Avant COVID
BONNIERES;87415893;DIM;2021;2021-12-05;J;J5;Après 20h;44;Après COVID
AVENUE FOCH;87381038;JOB;2017;2017-04-25;C;C;Après 20h;240;Avant COVID
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;Après 20h;702;Avant COVID
BONNIERES;87415893;DIM;2021;2021-12-05;J;J5;De 16h à 20h;209;Après COVID
AVENUE FOCH;87381038;SAM;2017;2017-04-22;C;C;De 16h à 20h;383;Avant COVID
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;De 16h à 20h;3131;Avant COVID
BONNIERES;87415893;DIM;2021;2021-12-05;J;J5;De 6h à 10h;25;Après COVID
AVENUE HENRI MARTIN;87381046;SAM;2017;2017-04-22;C;C;Après 20h;90;Avant COVID
BRETIGNY;87545194;SAM;2017;2017-04-22;C;C;De 10h à 16h;1773;Avant COVID
BONNIERES;87415893;JOB;2021;2021-12-07;J;J5;De 16h à 20h;38;Après COVID
BAGNEAUX SUR LOING;87684191;DIM;2017;2017-03-12;R;R;Avant 6h;2;Avant COVID
BREUILLET BRUYERES LE CHATEL;87545483;DIM;2017;2017-04-23;C;C;De 16h à 20h;95;Avant COVID
BONNIERES;87415893;SAM;2021;2021-12-04;J;J5;De 10h à 16h;105;Après COVID
BAGNEAUX SUR LOING;87684191;DIM;2017;2017-03-12;R;R;De 10h à 16h;43;Avant COVID
BREUILLET BRUYERES LE CHATEL;87545483;DIM;2017;2017-04-23;C;C;De 6h à 10h;31;Avant COVID
BORAN SUR OISE;87276444;DIM;2021;2021-10-10;H;H;De 6h à 10h;1;Après COVID
BAGNEAUX SUR LOING;87684191;DIM;2017;2017-03-12;R;R;De 16h à 20h;60;Avant COVID
BREUILLET VILLAGE;87545491;DIM;2017;2017-04-23;C;C;De 16h à 20h;129;Avant COVID
BORAN SUR OISE;87276444;SAM;2021;2021-10-09;H;H;De 10h à 16h;6;Après COVID
BAGNEAUX SUR LOING;87684191;SAM;2017;2017-03-11;R;R;Avant 6h;6;Avant COVID
BREUILLET VILLAGE;87545491;JOB;2017;2017-04-25;C;C;De 16h à 20h;139;Avant COVID
BOUFFEMONT MOISSELLES;87276485;DIM;2021;2021-10-10;H;H;De 10h à 16h;247;Après COVID
BAGNEUX;87758680;JOB;2019;2019-03-28;B;B;De 16h à 20h;561;Avant COVID
BREUILLET VILLAGE;87545491;SAM;2017;2017-04-22;C;C;Après 20h;49;Avant COVID
BOUFFEMONT MOISSELLES;87276485;SAM;2021;2021-10-09;H;H;De 10h à 16h;311;Après COVID
BALLANCOURT;87681437;DIM;2019;2019-03-24;D;D;De 10h à 16h;146;Avant COVID
BREUILLET VILLAGE;87545491;SAM;2017;2017-04-22;C;C;De 10h à 16h;227;Avant COVID
BOUGIVAL;87382440;DIM;2021;2021-10-10;L;L2;Après 20h;32;Après COVID
BALLANCOURT;87681437;JOB;2019;2019-03-26;D;D;De 10h à 16h;150;Avant COVID
BREVAL;87381624;DIM;2021;2021-12-05;J;J5;De 10h à 16h;9;Après COVID
BOUGIVAL;87382440;JOB;2021;2021-10-06;L;L2;De 10h à 16h;236;Après COVID
BECON LES BRUYERES;87382002;DIM;2021;2021-10-10;L;L2;De 16h à 20h;956;Après COVID
BRUNOY;87682120;JOB;2019;2019-03-26;D;D;Après 20h;199;Avant COVID
BOUGIVAL;87382440;JOB;2021;2021-10-06;L;L2;De 6h à 10h;700;Après COVID
BECON LES BRUYERES;87382002;JOB;2021;2021-10-06;L;L2;Après 20h;414;Après COVID
BRUNOY;87682120;JOB;2019;2019-03-26;D;D;De 6h à 10h;5211;Avant COVID
BOUGIVAL;87382440;SAM;2021;2021-10-09;L;L2;De 10h à 16h;255;Après COVID
BECON LES BRUYERES;87382002;JOB;2021;2021-10-06;L;L2;De 6h à 10h;3034;Après COVID
BRUNOY;87682120;SAM;2019;2019-03-23;D;D;Après 20h;472;Avant COVID
BOUGIVAL;87382440;SAM;2021;2021-10-09;L;L2;De 16h à 20h;190;Après COVID
BECON LES BRUYERES;87382002;SAM;2021;2021-10-09;L;L2;De 16h à 20h;1266;Après COVID
BRUYERES SUR OISE;87276451;DIM;2021;2021-10-10;H;H;De 6h à 10h;12;Après COVID
BOULAINVILLIERS;87543181;DIM;2017;2017-04-23;C;C;Après 20h;113;Avant COVID
BECON LES BRUYERES;87382002;SAM;2021;2021-10-09;L;L3;Avant 6h;27;Après COVID
BRUYERES SUR OISE;87276451;JOB;2021;2021-10-06;H;H;Après 20h;5;Après COVID
BOULAINVILLIERS;87543181;DIM;2017;2017-04-23;C;C;Avant 6h;0;Avant COVID
BECON LES BRUYERES;87382002;SAM;2021;2021-10-09;L;L3;De 16h à 20h;1370;Après COVID
BRUYERES SUR OISE;87276451;JOB;2021;2021-10-06;H;H;De 16h à 20h;42;Après COVID
BOULAINVILLIERS;87543181;DIM;2017;2017-04-23;C;C;De 16h à 20h;486;Avant COVID
BECON LES BRUYERES;87382002;SAM;2021;2021-10-09;L;L3;De 6h à 10h;478;Après COVID
BRUYERES SUR OISE;87276451;SAM;2021;2021-10-09;H;H;De 10h à 16h;37;Après COVID
BOULAINVILLIERS;87543181;JOB;2017;2017-04-25;C;C;De 16h à 20h;3079;Avant COVID
BELLEVUE;87393116;DIM;2018;2018-10-14;N;N;Après 20h;76;Avant COVID
BUEIL;87387092;JOB;2021;2021-12-07;J;J5;Après 20h;0;Après COVID
BOULAINVILLIERS;87543181;SAM;2017;2017-04-22;C;C;De 10h à 16h;1043;Avant COVID
BELLEVUE;87393116;JOB;2018;2018-10-16;N;N;Avant 6h;8;Avant COVID
BUEIL;87387092;JOB;2021;2021-12-07;J;J5;De 16h à 20h;12;Après COVID
BOURAY;87545178;DIM;2017;2017-04-23;C;C;Avant 6h;17;Avant COVID
BELLEVUE;87393116;SAM;2018;2018-10-20;N;N;De 10h à 16h;497;Avant COVID
BUEIL;87387092;SAM;2021;2021-12-04;J;J5;De 10h à 16h;14;Après COVID
BOURAY;87545178;DIM;2017;2017-04-23;C;C;De 10h à 16h;243;Avant COVID
ABLON;87545269;SAM;2017;2017-04-22;C;C;De 16h à 20h;335;Avant COVID
BELLOY SAINT-MARTIN;87276550;DIM;2021;2021-10-10;H;H;De 10h à 16h;36;Après COVID
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;Avant 6h;3;Avant COVID
BOURAY;87545178;DIM;2017;2017-04-23;C;C;De 6h à 10h;48;Avant COVID
ACHERES GRAND CORMIER;87386052;DIM;2014;2014-05-18;A;A;Avant 6h;3;Avant COVID
BELLOY SAINT-MARTIN;87276550;JOB;2021;2021-10-06;H;H;De 16h à 20h;49;Après COVID
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;De 10h à 16h;16;Avant COVID
BOURAY;87545178;JOB;2017;2017-04-25;C;C;De 16h à 20h;657;Avant COVID
ACHERES GRAND CORMIER;87386052;DIM;2014;2014-05-18;A;A;De 6h à 10h;26;Avant COVID
BESSANCOURT;87276642;DIM;2021;2021-10-10;H;H;Avant 6h;10;Après COVID
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;De 16h à 20h;16;Avant COVID
BOURAY;87545178;SAM;2017;2017-04-22;C;C;De 6h à 10h;183;Avant COVID
ACHERES GRAND CORMIER;87386052;JOB;2018;2018-03-27;A;A;Après 20h;40;Avant COVID
BESSANCOURT;87276642;DIM;2021;2021-10-10;H;H;De 6h à 10h;70;Après COVID
BURES SUR YVETTE;87758854;JOB;2019;2019-03-28;B;B;De 6h à 10h;81;Avant COVID
BOURG LA REINE;87758698;JOB;2019;2019-03-21;B;B;Avant 6h;180;Avant COVID
ACHERES GRAND CORMIER;87386052;SAM;2014;2014-05-17;A;A;De 16h à 20h;46;Avant COVID
BEYNES;87393363;DIM;2018;2018-10-14;N;N;Après 20h;7;Avant COVID
CERGY LE HAUT;87382655;JOB;2018;2018-03-27;A;A;Après 20h;289;Avant COVID
BOURG LA REINE;87758698;JOB;2019;2019-03-28;B;B;Après 20h;1232;Avant COVID
ACHERES VILLE;87381657;DIM;2014;2014-05-18;A;A;De 10h à 16h;631;Avant COVID
BEYNES;87393363;DIM;2018;2018-10-14;N;N;De 16h à 20h;34;Avant COVID
CERGY LE HAUT;87382655;JOB;2021;2021-10-06;L;L3;De 6h à 10h;1546;Après COVID
BOURG LA REINE;87758698;JOB;2019;2019-03-28;B;B;Avant 6h;74;Avant COVID
ACHERES VILLE;87381657;DIM;2014;2014-05-18;A;A;De 16h à 20h;625;Avant COVID
BEYNES;87393363;SAM;2018;2018-10-20;N;N;De 10h à 16h;102;Avant COVID
CERGY LE HAUT;87382655;SAM;2014;2014-05-17;A;A;Avant 6h;93;Avant COVID
BOURRON MARLOTTE GREZ;87684118;DIM;2017;2017-03-12;R;R;De 10h à 16h;43;Avant COVID
ACHERES VILLE;87381657;DIM;2014;2014-05-18;A;A;De 6h à 10h;263;Avant COVID
BEYNES;87393363;SAM;2018;2018-10-20;N;N;De 6h à 10h;33;Avant COVID
CERGY LE HAUT;87382655;SAM;2014;2014-05-17;A;A;De 10h à 16h;2654;Avant COVID
BOURRON MARLOTTE GREZ;87684118;DIM;2017;2017-03-12;R;R;De 16h à 20h;118;Avant COVID
ACHERES VILLE;87381657;JOB;2018;2018-03-27;A;A;Après 20h;104;Avant COVID
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;DIM;2017;2017-04-23;C;C;De 10h à 16h;6167;Avant COVID
CERGY LE HAUT;87382655;SAM;2014;2014-05-17;A;A;De 16h à 20h;1596;Avant COVID
BOURRON MARLOTTE GREZ;87684118;JOB;2017;2017-03-07;R;R;Après 20h;28;Avant COVID
ABLON;87545269;DIM;2017;2017-04-23;C;C;De 16h à 20h;266;Avant COVID
ACHERES VILLE;87381657;JOB;2018;2018-03-27;A;A;De 10h à 16h;1020;Avant COVID
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;DIM;2017;2017-04-23;C;C;De 16h à 20h;6368;Avant COVID
CERGY PREFECTURE;87381905;DIM;2014;2014-05-18;A;A;Après 20h;737;Avant COVID
BOURRON MARLOTTE GREZ;87684118;SAM;2017;2017-03-11;R;R;Après 20h;4;Avant COVID
ABLON;87545269;SAM;2017;2017-04-22;C;C;Après 20h;116;Avant COVID
ACHERES VILLE;87381657;JOB;2021;2021-10-06;L;L3;De 6h à 10h;879;Après COVID
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;JOB;2017;2017-04-25;C;C;De 10h à 16h;9354;Avant COVID
CERGY PREFECTURE;87381905;DIM;2014;2014-05-18;A;A;Avant 6h;54;Avant COVID
BOUSSY SAINT-ANTOINE;87682138;JOB;2019;2019-03-26;D;D;Après 20h;265;Avant COVID
ABLON;87545269;SAM;2017;2017-04-22;C;C;Avant 6h;26;Avant COVID
ACHERES VILLE;87381657;SAM;2014;2014-05-17;A;A;Après 20h;262;Avant COVID
BIEVRES;87393546;DIM;2017;2017-04-23;C;C;Après 20h;13;Avant COVID
CERGY PREFECTURE;87381905;DIM;2014;2014-05-18;A;A;De 10h à 16h;2419;Avant COVID
BOUSSY SAINT-ANTOINE;87682138;SAM;2019;2019-03-23;D;D;Avant 6h;57;Avant COVID
ACHERES GRAND CORMIER;87386052;JOB;2018;2018-03-27;A;A;De 10h à 16h;112;Avant COVID
AEROPORT CHARLES DE GAULLE 1;87271460;JOB;2019;2019-03-21;B;B;De 6h à 10h;332;Avant COVID
BIEVRES;87393546;JOB;2017;2017-04-25;C;C;De 10h à 16h;137;Avant COVID
CERGY PREFECTURE;87381905;JOB;2018;2018-03-27;A;A;Avant 6h;210;Avant COVID
BOUTIGNY;87681478;DIM;2019;2019-03-24;D;D;De 16h à 20h;43;Avant COVID
ACHERES GRAND CORMIER;87386052;JOB;2018;2018-03-27;A;A;De 6h à 10h;113;Avant COVID
AEROPORT CHARLES DE GAULLE 1;87271460;JOB;2019;2019-03-28;B;B;Après 20h;1869;Avant COVID
BIEVRES;87393546;SAM;2017;2017-04-22;C;C;De 10h à 16h;113;Avant COVID
CERGY PREFECTURE;87381905;JOB;2018;2018-03-27;A;A;De 16h à 20h;5461;Avant COVID
BRETIGNY;87545194;DIM;2017;2017-04-23;C;C;De 10h à 16h;1298;Avant COVID
ACHERES GRAND CORMIER;87386052;SAM;2014;2014-05-17;A;A;Après 20h;21;Avant COVID
AEROPORT CHARLES DE GAULLE 1;87271460;JOB;2019;2019-03-28;B;B;De 10h à 16h;4375;Avant COVID
BOIGNEVILLE;87684407;DIM;2019;2019-03-24;D;D;Après 20h;4;Avant COVID
CERGY PREFECTURE;87381905;JOB;2021;2021-10-06;L;L3;Après 20h;133;Après COVID
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;Avant 6h;336;Avant COVID
ACHERES GRAND CORMIER;87386052;SAM;2014;2014-05-17;A;A;De 6h à 10h;54;Avant COVID
AEROPORT CHARLES DE GAULLE 1;87271460;SAM;2019;2019-03-16;B;B;Avant 6h;82;Avant COVID
BOIS COLOMBES;87381079;JOB;2021;2021-10-06;J;J4;Après 20h;381;Après COVID
CERGY PREFECTURE;87381905;SAM;2014;2014-05-17;A;A;Avant 6h;76;Avant COVID
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;De 6h à 10h;5773;Avant COVID
ACHERES VILLE;87381657;JOB;2018;2018-03-27;A;A;Avant 6h;193;Avant COVID
AEROPORT CHARLES DE GAULLE 1;87271460;SAM;2019;2019-03-23;B;B;De 16h à 20h;1072;Avant COVID
BOIS COLOMBES;87381079;JOB;2021;2021-10-06;J;J4;De 16h à 20h;2047;Après COVID
CERGY PREFECTURE;87381905;SAM;2014;2014-05-17;A;A;De 10h à 16h;5085;Avant COVID
BRETIGNY;87545194;SAM;2017;2017-04-22;C;C;De 6h à 10h;978;Avant COVID
ACHERES VILLE;87381657;JOB;2021;2021-10-06;L;L3;Après 20h;12;Après COVID
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;DIM;2019;2019-03-17;B;B;Avant 6h;91;Avant COVID
BOIS LE ROI;87682203;DIM;2017;2017-03-12;R;R;Après 20h;72;Avant COVID
CERGY PREFECTURE;87381905;SAM;2014;2014-05-17;A;A;De 16h à 20h;3921;Avant COVID
BREUILLET BRUYERES LE CHATEL;87545483;DIM;2017;2017-04-23;C;C;Après 20h;20;Avant COVID
ACHERES VILLE;87381657;JOB;2021;2021-10-06;L;L3;De 16h à 20h;325;Après COVID
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;JOB;2019;2019-03-21;B;B;De 10h à 16h;0;Avant COVID
BOIS LE ROI;87682203;DIM;2017;2017-03-12;R;R;Avant 6h;2;Avant COVID
CERGY SAINT-CHRISTOPHE;87382499;DIM;2014;2014-05-18;A;A;Après 20h;543;Avant COVID
BREUILLET BRUYERES LE CHATEL;87545483;DIM;2017;2017-04-23;C;C;Avant 6h;4;Avant COVID
ACHERES VILLE;87381657;SAM;2014;2014-05-17;A;A;Avant 6h;68;Avant COVID
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;JOB;2019;2019-03-28;B;B;Après 20h;2040;Avant COVID
BOIS LE ROI;87682203;JOB;2017;2017-03-07;R;R;Avant 6h;53;Avant COVID
CERGY SAINT-CHRISTOPHE;87382499;DIM;2014;2014-05-18;A;A;De 10h à 16h;1581;Avant COVID
BREUILLET BRUYERES LE CHATEL;87545483;DIM;2017;2017-04-23;C;C;De 10h à 16h;142;Avant COVID
ACHERES VILLE;87381657;SAM;2014;2014-05-17;A;A;De 10h à 16h;1408;Avant COVID
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;JOB;2019;2019-03-28;B;B;Avant 6h;162;Avant COVID
